"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.,1,"DateObject[{2016, 4, 4, 1, 10, 6}, ""Instant"", ""Gregorian"", -7.]","Lovely Inwood apartment available for immediate occupancy. Lovely sized bedroom. Great living room with open kitchen. Elevator building with super and laundry. Minutes to both the A and the 1 NYC subway lines. Please contact Jesse to view!","Hillside Avenue",40.8586,-73.9306,1450,"11 Hillside Avenue","low",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.,4,"DateObject[{2016, 4, 22, 3, 55, 1}, ""Instant"", ""Gregorian"", -7.]","Actual Apartment Photos<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","W 87 Street",40.789,-73.9756,8495,"247 W 87 Street","low",1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 7, 2, 55, 35}, ""Instant"", ""Gregorian"", -7.]","","Park Ter E",40.8696,-73.9174,1750,"10 Park Ter E","low",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 22, 2, 51, 2}, ""Instant"", ""Gregorian"", -7.]","CHARMING RENOVATED BUILDING-NEWLY RENOVATED HIGH END FINISHES-IN THE HEART OF WEST VILLAGE-STEPS AWAY FROM THE BEST NIGHT LIFE IN MANHATTAN- MOST EXCLUSIVE RESTAURANTS & BARS OUTSIDE YOUR DOOR-CLOSE TO TRANSPORTATION<br /><br />Renovated 3 bedroom, very sunny, granite bathroom, exposed brick, modern granite kitchen, stainless steel appliances, dishwasher, high ceilings, hardwood floors.<br /><br />FOR THIS AND ALL OTHER CURRENT AVAILABILITY CONTACT ME TO FIND YOU THE BEST DEAL ON THE MARKET ***TEXT OR CALL GABRIELA VIRAGOVA AT (363-820-2483 OR E-MAIL kagglemanager@renthop.com<br /><br /><p><a  website_redacted","West 10 Street",40.7347,-74.0009,6000,"141 West 10th Street","low",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 26, 3, 20, 42}, ""Instant"", ""Gregorian"", -7.]","Beautifully furnished studio with floor to ceiling windows, great light, renovated black granite kitchens, marble baths in a beautiful building!   Think Cafe on first floor, shuttle service to trains nearby every morning.  Quiet neighborhood with quick access to Hell's kitchen's fine selection of bars, restaurants;  Gotham West Market, as well as a shuttle ride to Times Square! Some of the best amenities in Hells Kitchen!!  Gym, Pool, Kickboxing, Yoga complete with classes!  One of the best deals in Manhattan!  Lower prices for SPACE, AMENITIES that are affordable!! ~Shuttle access to NQR ACE 123 Trains~heat/ hot water included~Doorman Elevator ~Laundry in Building~Amenities ~gym classes~pool~lounge~Friendly building with strong staff<br /><br />Short term leases ok.  Terms can be 6 months.<br /><br />I am ready to help find you your next great home!!!   With several resources, connections at my fingertips, I can find you a space you love, ensure its a smooth experience, and guide you through any housing related ordeal, day or night!!<br /><br /><br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted","West 42nd Street",40.760999999999996,-73.999,4900,"620 West 42nd Street","low",1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2.,3,"DateObject[{2016, 4, 21, 6, 23, 37}, ""Instant"", ""Gregorian"", -7.]","**!!!**LUX XL CONVERTIBLE  3BD **POOL**GYM**WOW**MUST SEE*** YOUR SEARCH ENDS HERE!! COME SEE FOR YOURSELF!!WONDERFUL, 3BD 2BA FLEX, RENOVATED MARBLE KITCHEN**HUGE POOL GREAT FOR ENTERTAINING***ALL NEW STAINLESS STEAL APPLIANCES*** DISHWASHER**STUNNING CUSTOM MADE CABINETS AND GRANITE COUNTER TOPS***LOCATED IN ONE OF THE BEST BUILDINGS IN UES** BEAUTIFUL OAK FLOORS, HUGE WINDOWS THAT GIVES YOU LOTS OF LIGHT** ***PARKING GARAGE W/ VALET WOW**GREAT CLOSET SPACE.NEAR TO ALL #SUBWAY #RESTAURANTS #BARS #MOVIE THEATER #UPPER EAST SIDE**SPOIL YOURSELF LIVING IN CLASSY, MODERN BUILDING THAT OFFERS 24/7 DOORMAN, GYM,***OUTDOOR SPACE, ROOF DECK & LAUNDRY***<br /><br />**PERFECT FOR SHARES****PETS WELCOMED**NO FEE<br /><br />For a private viewing or questions feel free to call, text or email Andre Savocchi:(718) kagglemanager@renthop.com WHAT YOU ARE LOOKING FOR? FEEL FREE TO CALL OR EMAIL WITH ANY QUESTIONS OR SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH.<br /><br /><p><a  website_redacted","E 95th St",40.7845,-73.9487,4000,"225 E 95th St","medium",1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 9, 2, 24, 46}, ""Instant"", ""Gregorian"", -7.]","Fantastic 2 bedroom Upper east, great BRs sizes, nice location 10 min from subway , hardwood floor , great natural light.Contact me for more info text , email , call  Jay 848-489-1376 <br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 84 Street",40.7761,-73.9512,2775,"333 E 84 Street","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 5, 2, 27, 41}, ""Instant"", ""Gregorian"", -7.]","CooperCooper.com :: Web ID #178949; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Wood Floors; BUILDING AMENITIES: Rental, Pre-War, Mid-Rise, Doorman, Elevator, Laundry Room, Roof Deck; AREA/NEIGHBORHOOD: Silver Moon, Access to the M104,M116, M60, Central Park, Riverside Park, Whole Foods Market, Gristedes, Access to the 1/A/B/C Subways; CONTACT US: For more information or to schedule a viewing, call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials","West 100th Street",40.7974,-73.9706,2695,"250 West 100th Street","low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 4, 2, 24, 59}, ""Instant"", ""Gregorian"", -7.]","This is a pre war building located in East Harlem in the area you have lots of fantastic restaurants to choose from , exciting night life and transportation is close with the 6th train a short walk away. There is great shopping in the area including costco, target and much more.<br /><br />This is a 2br apartment that features hardwood floors, lots of natural light and spacious layout. The kitchen has stainless steal appliances and plenty of cabinet space.<br /><br />To view this apartment please contact Christopher Gifford 120-543-0965 kagglemanager@renthop.com<br /><br /><p><a  website_redacted","E 117",40.797,-73.9363,1800,"322 E 117","medium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,3,"DateObject[{2016, 6, 24, 7, 55, 11}, ""Instant"", ""Gregorian"", -7.]","Welcome to your new home! This extravagantly outfitted 3 Bedroom 2 Bath awaits your occupancy! Replete with essentially everything necessary to make this a place you can call home! You will absolutely love the modern nuances & finishes that went into this wonderful home! Unit features include: a magical pass through gourmet kitchen beautifully outfitted with rich Black Granite counter-tops, superior cabinetry, top-tier stainless steel appliances (MW, & DW included), an apron-front farm house sink, adequate counter-top space, and high-end fixtures. Also offering: 6 large custom closets, unparalleled natural light streaming through the wall of full-sized windows during the height of the day, charming crown molding, three king+ sized bedrooms that can comfortably fit mid-size furniture, a very accommodating layout providing you with a generously sized living room area with enough room to create a designated dining area/entertainment area, upgraded hard-wood flooring, and two pristine custom designed bathrooms with newly installed fixtures. Building features include: a live-in super. Located within easy access to mass transportation & neighborhood conveniences such as parks, shopping, and restaurants.<br /><br /><br /><br /><br /><br /><p><a  website_redacted","President St.",40.6678,-73.9398,3050,"1475 President St.","low",0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1.,1,"DateObject[{2016, 6, 16, 1, 15, 11}, ""Instant"", ""Gregorian"", -7.]","**Midtown East 40\'s/GRAND CENTRAL** ...........1BR f .prime location....recently renovated..","East 46th Street",40.7538,-73.97399999999999,3200,"140 East 46th Street","low",0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 6, 15, 6, 18, 31}, ""Instant"", ""Gregorian"", -7.]","Luxurious doorman, elevator and laundry building located off 5th avenue in the east 80's. A very sought out location on the upper east side. This gorgeous KING size 1 bedroom apartment falls into the PS6 district. Offers a sprawling lay out with a beautifully newly renovated open kitchen. The living area has southern exposure and is drenched with sun light. King size master bedroom.  To view this or inquire about similar listings please CALL- TEXT - EMAIL Danielle LaCroix 542-996-7733 or Bobby Florian 542-996-7733 We specialize in this inventory on the upper east side and can certainly be of assistance.<br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 86 Street",40.7809,-73.9595,5250,"12 E 86 Street","low",1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.,1,"DateObject[{2016, 4, 21, 2, 22, 3}, ""Instant"", ""Gregorian"", -7.]","To arrange a showing, please contact Alana Guy at Bond New York 454-243-1076 kagglemanager@renthop.com<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 89 Street",40.7771,-73.9445,2850,"530 E 89 Street","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 20, 5, 44, 39}, ""Instant"", ""Gregorian"", -7.]","Located just outside New York City, your daily commute is only minutes away by subway. This location is quickly becoming an extension of Midtown Manhattan. This area has transformed over the years to one with galleries, waterfront parks, and brownstone blocks. If what you are looking for is a piece of serenity after a long day of work, then this is the place for you.<br /><br />CONTACT ANYTIMEJorge kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","50th Ave.",40.7437,-73.9585,4244,"2-01 50th Ave.","medium",1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 30, 1, 25, 4}, ""Instant"", ""Gregorian"", -7.]","*2 Conv/ 3 Bed Duplex in Chelsea* Apartment features a large private roof deck and an IN UNIT Washer/Dryer.This apartment has already been converted and features hardwood floors, granite countertops, stainless steel appliances, and a marble bathroom. Contact me to view this or similar apartments in the neighborhood!","West 19th Street",40.7448,-74.0052,5200,"446 West 19th Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 6, 5, 50, 56}, ""Instant"", ""Gregorian"", -7.]","Stylish Renovated 1-bedroom apartment This building is well maintained Located on 105th street /2 ave Very close to the 6 train. Easy commute downtown.Close to Central Park, great location with lots of new restaurants, grocery stores Costco /East River Mall etc...SERIOUS INQUIRES ONLY FOR IMMEDIATE MOVE INBEDROOM FITS QUEEN SIZE BED! Showing today!<br /><br />40x Rent Income Required/ Guarantors Accepted! NO CREDIT, RECENT GRAD, STUDENTS OK!If this is not what you are looking for, please send me the description of the apartment that you are looking for. I have access to 99.9% of apartments in NYC and am fun to work with. I'm confident that I can help finding you a perfect home! Mizuka Murai (Kian Realty) Residential & Investment376-277-3219 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","East 105th St",40.7898,-73.9421,1725,"311 East 105th St","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 6, 7, 3, 0, 34}, ""Instant"", ""Gregorian"", -7.]","Fantastic East Village ONE Bedroom Deal. Steps from Tompkins Square Park, dog run, Restaurants, Nightlife, Markets, Boutiques and more.  Hardwood floors, bright and sunny unit, separate kitchen.  Unbeatable price, location and space. Contact me today for showing  Tami 501-606-3449<br/><br/>Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 9 Street",40.7283,-73.9857,2300,"344 E 9 Street","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 9, 1, 24, 43}, ""Instant"", ""Gregorian"", -7.]","Great apartment in Gramercy!! Brand new on Market.Bathroom: Marble; Full Time Doorman; Elevator; Pre-war; Laundry Room;","Park Avenue South",40.7399,-73.9864,3695,"295 Park Avenue South","low",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 12, 5, 27, 34}, ""Instant"", ""Gregorian"", -7.]","Luxury Building--- Full Service--- Full Time Doorman--- Fitness Facilities--- Live-In Super--- Available Parking--- Prime Upper East Side Location--- Subway Nearby--- Steps From Great Restaurants, Boutiques & Shopping<br /><br />Massive Convertible Two Bedroom Apartment--- Dark Oak Floors Throughout--- Large Windows--- Super Bright--- Panoramic City Views--- Gourmet Kitchen With Marble Countertops--- Exquisite Marble Bath--- Tons Of Closet Space-- New Renovations<br /><br />The Deal- $3275 **No Broker Fee** Amazing Pricing For Full Service Building... Contact Me For An Exclusive Showing: Joseph Chehova 453-201-3293 kagglemanager@renthop.com<br /><br /><p><a  website_redacted","East 63rd Street",40.7633,-73.9628,3275,"245 East 63rd Street","medium",1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 6, 2, 43, 19}, ""Instant"", ""Gregorian"", -7.]","Beautifully finished and large TRUE 3BR featuring hardwood flooring, exposed brick, brand new kitchen with a microwave, dishwasher and wine cooler.  Recessed dimmer lighting, 3 Queen beds that each have closets, Washer/Dryer in unit and a private balcony!<br /><br />Located in the East 70's and just a short walk to either the 68th or 77th street 6 train with easy access to the M15 express bus or M72/M79 crosstown!  Grocery store two blocks away.  Plenty of restaurants and nightlife nearby!<br /><br />NO FEE ON A 2 YEAR LEASE!<br /><br />Contact Zack at anytime either by phone, text or email for more information or to schedule a viewing. 450-583-7583 kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","1st Ave.",40.7691,-73.9554,4395,"1373 1st Ave.","low",0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 27, 22, 27, 16}, ""Instant"", ""Gregorian"", -7.]","THIS IS THE ONE THAT WILL END YOUR SEARCH!!!  

Just on the Market!! Immaculate prewar loft building with elevator, voice intercom & elegant apartments! This massive 3 bedroom home features polished hardwood floors, soaring ceilings, huge windows, spacious sunsplashed rooms, gourmet kitchen, and a beautifully tiled bathroom! 

Located in the heart of the Flatiron District, off park avenue south, just steps to Madison Square Park, Union Square. amazing restaurants, shopping, entertainment and transportation!   

CALL MIKE 208-421-1596 FOR VIEWING TIMES!   

COME ENJOY THE GOOD LIFE FOR LESS $$$!!!!

Listing Id: 193825","flatiron district - park ave south",40.738,-73.9883,5595,"240 Park Ave S","low",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 21, 5, 20, 27}, ""Instant"", ""Gregorian"", -7.]","Fully renovated apartment with gourmet kitchen, marble baths, high ceilings, dark wood floors and washer/dryer.<br />Full service building offers doorman, concierge, resident lounge, game room, golf simulator, children's playroom and fitness center.<br /><br />Please contact, If interested<br />Or,<br />For all listings visit our website www.NYCRentalMarket.com","Broad St",40.7061,-74.0111,3972,"25 Broad St","low",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 20, 3, 18, 11}, ""Instant"", ""Gregorian"", -7.]","Sunny and Spacious, this 850ASF 1 Bedroom, 1 Bathroom, boasts an Eat-In, Windowed Kitchen, Large Bedroom with Double NW Exposures, Grand Foyer, Beautiful Living RoomWant more? Full-service white glove cooperative with a beautiful marble and glass lobby, complete with romantic Japanese Garden. The layout is most conducive to entertaining, complemented by gracious closet space, including a walk-in closet in the bedroom. The building is loaded with amenities, including a garage, furnished rooftop sundeck with spectacular views, and bike storage. You are just steps from the great restaurants, shopping, and transportation.Features: North exposure Building Features: Courtyard, Roof deck, Central laundry room, Water, Electric, Gas<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","E 86 St.",40.779,-73.9536,3395,"201 E 86 St.","medium",1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 22, 4, 57, 49}, ""Instant"", ""Gregorian"", -7.]","***SUNDRENCHED 3BR DUPLEX MASTERPIECE AVAIL NOW*** You will bask in the beauty of yesteryear with original details &amp; all the modern conveniences that you desire.  This is a 1200 square foot UNIQUE 3BR duplex with a beautifully renovated kitchen complete with a WASHER/DRYER!!!  This abode will also surprise with a mind blowing OVERSIZED bath suite with JACUZZI, SKYLIGHT, separate shower and bidet.  ALL UTILITIES INCLUDED.  Convenient to the Franklin Avenue shops &amp; restaurants as well as the 2/3/4/5/S trains just 3 blocks away!  The Payne Williams Team of Rutenberg | The Smart Brokers is centered around customer service &amp; satisfaction.","686 Sterling Place",40.6729,-73.9559,3495,"686 Sterling Place","low",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.,0,"DateObject[{2016, 4, 25, 13, 6, 23}, ""Instant"", ""Gregorian"", -7.]","Stylish living in the heart of Manhattan’s Financial District: 

In this luxury studio, enjoy spacious, comfortable living areas, an in-unit washer and dryer, oak hardwood flooring, a thoughtfully designed kitchen with premium appliances including dishwasher, and a custom marble bath.

This contemporary downtown building provides its residents with a blend of modern conveniences, including doorman, concierge, and valet services such as dry cleaning and housekeeping, a fitness center with state-of-the-art equipment, a stylishly furnished resident’s lounge, and an expansive rooftop sundeck.","Wall Street",40.7069,-74.0104,3158,"95 Wall Street #610","low",1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.,0,"DateObject[{2016, 4, 30, 1, 17, 8}, ""Instant"", ""Gregorian"", -7.]","*Spacious Studio in Financial District* Apartment features great space, natural sunlight with lots of closet space and very LARGE PRIVATE outdoor space! Luxury building features doorman, roof deck with breathtaking city views, gym, and lounge! Contact me to see this or other similar units in the neighborhood today!","Water Street",40.7073,-74.0046,3325,"200 Water Street","low",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 9, 1, 39, 40}, ""Instant"", ""Gregorian"", -7.]","Serene half floor home in beautiful Morgan Court .Stunning one bedroom, one and a half bath home features a curved wall of windows overlooking a magnificent ivy covered garden. The apartment is bathed is southern & eastern light. Your spacious (1100 square foot home) has unique teak plank floors, a balcony off the master bedroom, washer/dryer in the unit, Jacuzzi tub and radiant heat flooring in the marble Master bath so you can remain cozy while getting that first cup of coffee! Abundant storage throughout and adjacent to The Morgan Library, this truly white-glove condominium is one of the few gated  residences in New York City. Those living in Morgan Court may partake of the Zen reflecting pool and surrounding garden. This is a spectacular home for those seeking beauty and tranquility in an ideal location. **ask about incentives**","Madison Avenue",40.7486,-73.9819,4995,"211 Madison Avenue","low",1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 18, 2, 49, 24}, ""Instant"", ""Gregorian"", -7.]","Massive 1 Bedroom Apartment<br /><br />Recent Renovation<br /><br />Don't miss out!<br /><br />For additional information 687-878-2229<p><a  website_redacted","Bushwick Avenue",40.6884,-73.9168,1800,"1180 Bushwick Avenue","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 17, 2, 50, 32}, ""Instant"", ""Gregorian"", -7.]","I have total market coverage in Manhattan with access to show several thousand available apartments in the city through my real-time database of listings and co-broke network. CONTACT ME FOR AN EXCLUSIVE TOUR OF THIS AND OTHER GREAT APARTMENTS. CALL OR TEXT LESLIE TO VIEW: 301-042-4502 OR EMAIL: kagglemanager@renthop.com<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","W 16 Street",40.7385,-73.9948,2550,"39 W 16 Street","low",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 18, 12, 11, 13}, ""Instant"", ""Gregorian"", -7.]","Gorgeous convertible three bedroom unit in a luxury 24 hour doorman/concierge building located in the financial district.

Unit features stainless steel appliances in kitchen with breakfast island and an advanced water filtration system.  

Large, marble bathrooms with full soaking tub allow for true relaxation.

6 feet tall windows allow for bright homes and the hardwood floors pull together the apartment beautifully. 

Sauna and steam room in the building makes home feel just like a spa! Building amenities also include bike room, billiards room, common storage, exercise studio, steam room, lounge and private storage.

Excellent location, short walk to great restaurants, shopping and several subway stations!
","Hanover Square",40.7043,-74.0098,4013,"10 Hanover Square","low",1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.,0,"DateObject[{2016, 4, 29, 2, 39, 54}, ""Instant"", ""Gregorian"", -7.]","FULLY RENOVATED STUDIO OFFERS SEPARATE WINDOWED, EAT-IN KITCHEN WITH SHAKER WOOD CABINETS AND SILESTONE COUNTERS- GREAT COUNTER SPACE AND STORAGE. STRIP WOOD FLOORS AND RECESSED LIGHTING THROUGHOUT. FULL WINDOWED BATHROOM WITH MARBLE FLOORING AND CLASSIC WHITE SUBWAY TILED WALLS. GAS AND ELECTRIC INCLUDED SO NO MONTHLY BILLS. To view this apartment or to inquire on any apartments, please call/text Amir Weiner at 010-607-0491 or email at kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted","East 79th Street",40.7705,-73.9485,1895,"536 East 79th Street","medium",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 13, 4, 54, 6}, ""Instant"", ""Gregorian"", -7.]","This beautifully renovated studio, in one of the West Village's most coveted buildings features:  a big, bright living space with a wall of windows; a separate, windowed kitchen with stainless steel appliances (including a dishwasher & microwave), maple cabinetry and granite counter tops; 2 giant closets; restored, original hardwood floors; and unique architectural details, including crown moldings and arched doorways.  A free gym membership, as well as gas and electric are also included in the rent!<br /><br />The stunning, Art Deco elevator building boasts a recently-renovated lobby; full-time doorman; a state-of-the art gym; and a large, card-operated laundry room.  Pets are also welcome!<br /><br />Located in one of Manhattan's most desirable neighborhoods - world-renowned restaurants & nightlife, unique shopping, legendary music clubs and everything else the Historic West Village has to offer are all right down the tree-lined street.  The 1,2,3,A,C,E,F and PATH trains are also just outside the door, should you ever find the need to leave this fabulous neighborhood!<br /><br />Call Carrie today to make this amazing space your new home for NO FEE!<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted","Christopher St.",40.7334,-74.0047,3350,"95 Christopher St.","low",1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,3,"DateObject[{2016, 4, 19, 6, 9, 55}, ""Instant"", ""Gregorian"", -7.]","SPACIOUS THREE BEDROOM TWO BATHROOM IN CHELSEA. RENOVATED KITCHEN WITH STAINLESS STEEL APPLIANCES WITH GRANITE COUNTER TOPS. TWO FULL BATHROOMS WITH LINEN SPACE. HIGH CEILINGS AND HARDWOOD FLOORS WITH PLENTY OF LIGHT. THE BUILDING HAS AN ELEVATOR AND LAUNDRY ROOM PLUS LIVE IN SUPER. GREAT PLACE TO LIVE. PRIME CHELSEA LOCATION. JUST A SHORT WALK TO STORES AND MASS TRANSPORTATION.<br /><br />TO VIEW THIS CALL LAMAR ALI AT 370-831-9420 OR EMAIL kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted","West 19th Street",40.7424,-73.9999,5000,"274-276 West 19th Street","low",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 3, 2, 25, 4}, ""Instant"", ""Gregorian"", -7.]","STUNNING CORNER ONE BED!One of the newest luxury rentals....  Featuring M Club, a 44,000 square foot amenity space, MiMA is apartment living like never before ? with luxuries like your own private fitness club by Equinox. A heated indoor lap pool. A full-size indoor basketball and volleyball court. Dog City pet spa. Spectacular terraces for residents and their guests. Outdoor and indoor screening rooms. An Internet cafe. LEED Gold certification. All this before you even step outside ? into the hippest, hottest, most happening neighborhood in Manhattan!BUILDING AMENITIESBike RoomCold StorageConciergeDoormanElevatorGymLaundry in BuildingGreen BuildingMedia RoomPackage RoomPets AllowedSwimming PoolCommunity Recreation FacilitiesSmoke-freeStorage AvailableOUTDOOR SPACEDeckGarden<br /><br />For a private viewing, call Lucy 200-464-9358<br /><br /><br /><br /><p><a  website_redacted","W 42nd St.",40.7592,-73.9948,6165,"450 W 42nd St.","medium",1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 20, 16, 50, 14}, ""Instant"", ""Gregorian"", -7.]","This luxury studio in New York’s Financial District features premium stainless steel appliances, custom European cabinets, and custom sinks and vanities.

Building features include 24-hour doorman service including valet and concierge, fitness center, lounge, and storage--all located in the heart of Manhattan’s vibrant downtown neighborhood.","Exchange Place",40.7076,-74.0113,2725,"20 Exchange Place #726","low",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,3,"DateObject[{2016, 4, 11, 2, 24, 8}, ""Instant"", ""Gregorian"", -7.]","NO FEE !!Renovated rarly availble TRUE 3bd/with two full marble baths, living room and dining area.Garden view, Loft style open kitchen with great granite counter space, plus huge walk-in closet24-hour doorman, domed ceiling lobby with wood paneled walls and marble floors, atrium walkway over lush gardens and fountainOne block to FDR Drive, convenient shuttle bus to 96th and express 86th Street subway station, attended indoor parking garageComplete workout fitness center, imaginative 's playroom, furnished sun terracePackage room with delivery escort, empty luggage and bicycle storage, windowed air-conditioned and monitored laundry room, optional valet and maid service<br/><br/>For private showing contactHela Erez295-443-8450Licensed R.E Salesperson<br/><br/><br/><br/><p><a  website_redacted","Upper east side",40.7875,-73.9425,3995,"333 E 102nd St.","medium",1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
